Månad,Dag,Veckodag,Timme,Årstimme,Nordpool 2015 (SEK/MWh),Nordpool 2013 (SEK/MWh),Nordpool 2010 (SEK/MWh),Nordpool 2015 (öre/kWh),Nordpool 2013 (öre/kWh),Nordpool 2010 (öre/kWh),Elbolagets påslag (öre/kWh),Elcertifikat (öre/kWh),Energiskatt (öre/kWh),Elöverföring nät (Lkp) (öre/kWh),Totalt Nordpool 2015 (SEK/kWh),Totalt Nordpool 2013 (SEK/kWh),Totalt Nordpool 2010 (SEK/kWh)
1,7,Ons,9,153, 321.80    , 362.66    , 2 039.75    , 32.18    , 36.27    , 203.98    , 2.0    , 3.0    , 29.4    , 25.0    , 0.92    , 0.96    , 2.63    
1,7,Ons,10,154, 314.06    , 361.80    , 2 039.45    , 31.41    , 36.18    , 203.95    , 2.0    , 3.0    , 29.4    , 25.0    , 0.91    , 0.96    , 2.63    
1,7,Ons,11,155, 321.61    , 359.50    , 1 817.58    , 32.16    , 35.95    , 181.76    , 2.0    , 3.0    , 29.4    , 25.0    , 0.92    , 0.95    , 2.41    
1,7,Ons,12,156, 317.37    , 357.53    , 1 531.14    , 31.74    , 35.75    , 153.11    , 2.0    , 3.0    , 29.4    , 25.0    , 0.91    , 0.95    , 2.13    
1,7,Ons,13,157, 312.46    , 345.15    , 1 302.74    , 31.25    , 34.52    , 130.27    , 2.0    , 3.0    , 29.4    , 25.0    , 0.91    , 0.94    , 1.90    
1,7,Ons,14,158, 313.31    , 342.92    , 1 199.41    , 31.33    , 34.29    , 119.94    , 2.0    , 3.0    , 29.4    , 25.0    , 0.91    , 0.94    , 1.79    
1,7,Ons,15,159, 317.18    , 349.16    , 1 392.51    , 31.72    , 34.92    , 139.25    , 2.0    , 3.0    , 29.4    , 25.0    , 0.91    , 0.94    , 1.99    
1,7,Ons,16,160, 353.23    , 358.90    , 2 040.36    , 35.32    , 35.89    , 204.04    , 2.0    , 3.0    , 29.4    , 25.0    , 0.95    , 0.95    , 2.63    
1,7,Ons,17,161, 384.18    , 366.42    , 3 060.75    , 38.42    , 36.64    , 306.08    , 2.0    , 3.0    , 29.4    , 25.0    , 0.98    , 0.96    , 3.65    
1,7,Ons,18,162, 387.96    , 359.24    , 3 060.95    , 38.80    , 35.92    , 306.10    , 2.0    , 3.0    , 29.4    , 25.0    , 0.98    , 0.95    , 3.65    
1,7,Ons,19,163, 334.82    , 349.25    , 2 039.96    , 33.48    , 34.93    , 204.00    , 2.0    , 3.0    , 29.4    , 25.0    , 0.93    , 0.94    , 2.63    
1,7,Ons,20,164, 313.21    , 334.38    , 1 292.54    , 31.32    , 33.44    , 129.25    , 2.0    , 3.0    , 29.4    , 25.0    , 0.91    , 0.93    , 1.89    
1,7,Ons,21,165, 293.68    , 325.07    , 1 007.64    , 29.37    , 32.51    , 100.76    , 2.0    , 3.0    , 29.4    , 25.0    , 0.89    , 0.92    , 1.60    
1,7,Ons,22,166, 281.60    , 319.94    , 719.26    , 28.16    , 31.99    , 71.93    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.91    , 1.31    
1,7,Ons,23,167, 271.03    , 311.74    , 506.47    , 27.10    , 31.17    , 50.65    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.69    , 0.89    
1,7,Ons,24,168, 259.23    , 303.71    , 461.28    , 25.92    , 30.37    , 46.13    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.68    , 0.84    
1,8,Tor,1,169, 249.19    , 302.00    , 464.76    , 24.92    , 30.20    , 46.48    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.68    , 0.85    
1,8,Tor,2,170, 235.66    , 298.34    , 459.45    , 23.57    , 29.83    , 45.95    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.68    , 0.84    
1,8,Tor,3,171, 230.96    , 296.80    , 456.59    , 23.10    , 29.68    , 45.66    , 2.0    , 3.0    , 29.4    , 3.7    , 0.61    , 0.68    , 0.84    
1,8,Tor,4,172, 229.74    , 296.89    , 457.10    , 22.97    , 29.69    , 45.71    , 2.0    , 3.0    , 29.4    , 3.7    , 0.61    , 0.68    , 0.84    
1,8,Tor,5,173, 230.68    , 300.04    , 468.84    , 23.07    , 30.00    , 46.88    , 2.0    , 3.0    , 29.4    , 3.7    , 0.61    , 0.68    , 0.85    
1,8,Tor,6,174, 244.78    , 309.76    , 520.91    , 24.48    , 30.98    , 52.09    , 2.0    , 3.0    , 29.4    , 25.0    , 0.84    , 0.90    , 1.11    
1,8,Tor,7,175, 264.99    , 335.66    , 1 097.58    , 26.50    , 33.57    , 109.76    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.93    , 1.69    
1,8,Tor,8,176, 276.45    , 363.27    , 10 210.10    , 27.65    , 36.33    , 1 021.01    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.96    , 10.80    
1,8,Tor,9,177, 278.80    , 374.26    , 10 210.10    , 27.88    , 37.43    , 1 021.01    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.97    , 10.80    
1,8,Tor,10,178, 277.49    , 366.42    , 10 210.10    , 27.75    , 36.64    , 1 021.01    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.96    , 10.80    
1,8,Tor,11,179, 277.96    , 359.27    , 7 999.13    , 27.80    , 35.93    , 799.91    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.95    , 8.59    
1,8,Tor,12,180, 279.37    , 354.58    , 4 099.83    , 27.94    , 35.46    , 409.98    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.95    , 4.69    
1,8,Tor,13,181, 279.37    , 353.56    , 3 063.41    , 27.94    , 35.36    , 306.34    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.95    , 3.66    
1,8,Tor,14,182, 280.59    , 352.11    , 3 063.10    , 28.06    , 35.21    , 306.31    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.95    , 3.66    
1,8,Tor,15,183, 284.07    , 353.73    , 2 551.99    , 28.41    , 35.37    , 255.20    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.95    , 3.15    
1,8,Tor,16,184, 289.80    , 372.39    , 3 063.41    , 28.98    , 37.24    , 306.34    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.97    , 3.66    
1,8,Tor,17,185, 297.89    , 384.66    , 3 063.92    , 29.79    , 38.47    , 306.39    , 2.0    , 3.0    , 29.4    , 25.0    , 0.89    , 0.98    , 3.66    
1,8,Tor,18,186, 301.08    , 382.53    , 4 049.69    , 30.11    , 38.25    , 404.97    , 2.0    , 3.0    , 29.4    , 25.0    , 0.90    , 0.98    , 4.64    
1,8,Tor,19,187, 291.87    , 371.96    , 3 063.20    , 29.19    , 37.20    , 306.32    , 2.0    , 3.0    , 29.4    , 25.0    , 0.89    , 0.97    , 3.66    
1,8,Tor,20,188, 285.48    , 359.95    , 1 866.59    , 28.55    , 36.00    , 186.66    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.95    , 2.46    
1,8,Tor,21,189, 276.74    , 341.54    , 1 020.39    , 27.67    , 34.15    , 102.04    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.94    , 1.61    
1,8,Tor,22,190, 269.03    , 334.98    , 592.18    , 26.90    , 33.50    , 59.22    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.93    , 1.19    
1,8,Tor,23,191, 257.56    , 325.61    , 531.84    , 25.76    , 32.56    , 53.18    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.71    , 0.91    
1,8,Tor,24,192, 243.55    , 307.80    , 477.52    , 24.36    , 30.78    , 47.75    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.69    , 0.86    
1,9,Fre,1,193, 243.73    , 312.96    , 473.60    , 24.37    , 31.30    , 47.36    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.69    , 0.85    
1,9,Fre,2,194, 238.83    , 308.07    , 471.15    , 23.88    , 30.81    , 47.12    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.69    , 0.85    
1,9,Fre,3,195, 236.95    , 303.77    , 463.90    , 23.70    , 30.38    , 46.39    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.68    , 0.84    
1,9,Fre,4,196, 236.48    , 306.61    , 463.49    , 23.65    , 30.66    , 46.35    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.69    , 0.84    
1,9,Fre,5,197, 239.68    , 308.15    , 463.69    , 23.97    , 30.82    , 46.37    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.69    , 0.84    
1,9,Fre,6,198, 253.05    , 319.82    , 469.82    , 25.31    , 31.98    , 46.98    , 2.0    , 3.0    , 29.4    , 25.0    , 0.85    , 0.91    , 1.06    
1,9,Fre,7,199, 265.19    , 338.10    , 479.94    , 26.52    , 33.81    , 47.99    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.93    , 1.07    
1,9,Fre,8,200, 275.27    , 367.62    , 490.97    , 27.53    , 36.76    , 49.10    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.96    , 1.08    
1,9,Fre,9,201, 279.69    , 385.55    , 476.87    , 27.97    , 38.56    , 47.69    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.98    , 1.07    
1,9,Fre,10,202, 274.04    , 367.62    , 495.06    , 27.40    , 36.76    , 49.51    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.96    , 1.09    
1,9,Fre,11,203, 279.97    , 357.06    , 499.97    , 28.00    , 35.71    , 50.00    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.95    , 1.09    
1,9,Fre,12,204, 286.75    , 352.43    , 497.62    , 28.68    , 35.24    , 49.76    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.95    , 1.09    
1,9,Fre,13,205, 287.22    , 349.68    , 491.08    , 28.72    , 34.97    , 49.11    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.94    , 1.09    
1,9,Fre,14,206, 281.95    , 356.98    , 486.58    , 28.20    , 35.70    , 48.66    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.95    , 1.08    
1,9,Fre,15,207, 274.61    , 351.49    , 484.33    , 27.46    , 35.15    , 48.43    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.95    , 1.08    
1,9,Fre,16,208, 277.43    , 357.75    , 521.83    , 27.74    , 35.78    , 52.18    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.95    , 1.12    
1,9,Fre,17,209, 283.27    , 381.26    , 689.72    , 28.33    , 38.13    , 68.97    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.98    , 1.28    
1,9,Fre,18,210, 291.74    , 379.20    , 816.83    , 29.17    , 37.92    , 81.68    , 2.0    , 3.0    , 29.4    , 25.0    , 0.89    , 0.97    , 1.41    
1,9,Fre,19,211, 288.35    , 362.47    , 599.80    , 28.84    , 36.25    , 59.98    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.96    , 1.19    
1,9,Fre,20,212, 281.57    , 344.45    , 499.35    , 28.16    , 34.45    , 49.94    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.94    , 1.09    
1,9,Fre,21,213, 271.59    , 334.92    , 473.20    , 27.16    , 33.49    , 47.32    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.93    , 1.07    
1,9,Fre,22,214, 266.60    , 325.66    , 466.04    , 26.66    , 32.57    , 46.60    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.92    , 1.06    
1,9,Fre,23,215, 262.56    , 314.84    , 463.28    , 26.26    , 31.48    , 46.33    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.70    , 0.84    
1,9,Fre,24,216, 251.73    , 302.40    , 458.69    , 25.17    , 30.24    , 45.87    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.68    , 0.84    
1,10,Lör,1,217, 264.33    , 299.53    , 467.98    , 26.43    , 29.95    , 46.80    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.68    , 0.85    
1,10,Lör,2,218, 258.35    , 295.16    , 462.27    , 25.84    , 29.52    , 46.23    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.68    , 0.84    
1,10,Lör,3,219, 256.73    , 283.05    , 458.20    , 25.67    , 28.31    , 45.82    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.66    , 0.84    
1,10,Lör,4,220, 260.81    , 292.58    , 458.10    , 26.08    , 29.26    , 45.81    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.67    , 0.84    
1,10,Lör,5,221, 263.09    , 306.92    , 457.79    , 26.31    , 30.69    , 45.78    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.69    , 0.84    
1,10,Lör,6,222, 264.99    , 318.34    , 458.61    , 26.50    , 31.83    , 45.86    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.70    , 0.84    
1,10,Lör,7,223, 265.56    , 333.27    , 458.51    , 26.56    , 33.33    , 45.85    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.71    , 0.84    
1,10,Lör,8,224, 269.93    , 362.21    , 466.04    , 26.99    , 36.22    , 46.60    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.74    , 0.85    
1,10,Lör,9,225, 271.07    , 391.39    , 461.97    , 27.11    , 39.14    , 46.20    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.77    , 0.84    
1,10,Lör,10,226, 271.16    , 374.40    , 459.01    , 27.12    , 37.44    , 45.90    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.76    , 0.84    
1,10,Lör,11,227, 271.35    , 364.78    , 459.93    , 27.14    , 36.48    , 45.99    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.75    , 0.84    
1,10,Lör,12,228, 269.83    , 363.32    , 476.34    , 26.98    , 36.33    , 47.63    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.74    , 0.86    
1,10,Lör,13,229, 268.12    , 364.35    , 467.57    , 26.81    , 36.44    , 46.76    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.75    , 0.85    
1,10,Lör,14,230, 265.47    , 371.82    , 462.99    , 26.55    , 37.18    , 46.30    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.75    , 0.84    
1,10,Lör,15,231, 264.33    , 381.69    , 466.76    , 26.43    , 38.17    , 46.68    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.76    , 0.85    
1,10,Lör,16,232, 264.52    , 393.03    , 476.34    , 26.45    , 39.30    , 47.63    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.77    , 0.86    
1,10,Lör,17,233, 267.08    , 443.33    , 497.63    , 26.71    , 44.33    , 49.76    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.82    , 0.88    
1,10,Lör,18,234, 269.26    , 446.68    , 569.06    , 26.93    , 44.67    , 56.91    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.83    , 0.95    
1,10,Lör,19,235, 266.80    , 378.95    , 560.50    , 26.68    , 37.90    , 56.05    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.76    , 0.94    
1,10,Lör,20,236, 263.09    , 360.14    , 510.57    , 26.31    , 36.01    , 51.06    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.74    , 0.89    
1,10,Lör,21,237, 264.52    , 347.78    , 481.43    , 26.45    , 34.78    , 48.14    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.73    , 0.86    
1,10,Lör,22,238, 262.43    , 340.74    , 475.42    , 26.24    , 34.07    , 47.54    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.72    , 0.86    
1,10,Lör,23,239, 251.22    , 333.02    , 469.10    , 25.12    , 33.30    , 46.91    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.71    , 0.85    
1,10,Lör,24,240, 242.49    , 320.57    , 451.37    , 24.25    , 32.06    , 45.14    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.70    , 0.83    
1,11,Sön,1,241, 238.35    , 317.28    , 465.74    , 23.84    , 31.73    , 46.57    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.70    , 0.85    
1,11,Sön,2,242, 231.19    , 309.91    , 461.56    , 23.12    , 30.99    , 46.16    , 2.0    , 3.0    , 29.4    , 3.7    , 0.61    , 0.69    , 0.84    
1,11,Sön,3,243, 229.38    , 306.82    , 458.51    , 22.94    , 30.68    , 45.85    , 2.0    , 3.0    , 29.4    , 3.7    , 0.61    , 0.69    , 0.84    
1,11,Sön,4,244, 223.75    , 302.79    , 459.42    , 22.38    , 30.28    , 45.94    , 2.0    , 3.0    , 29.4    , 3.7    , 0.60    , 0.68    , 0.84    
1,11,Sön,5,245, 224.89    , 306.22    , 468.39    , 22.49    , 30.62    , 46.84    , 2.0    , 3.0    , 29.4    , 3.7    , 0.61    , 0.69    , 0.85    
1,11,Sön,6,246, 228.23    , 326.72    , 478.78    , 22.82    , 32.67    , 47.88    , 2.0    , 3.0    , 29.4    , 3.7    , 0.61    , 0.71    , 0.86    
1,11,Sön,7,247, 228.14    , 348.50    , 528.91    , 22.81    , 34.85    , 52.89    , 2.0    , 3.0    , 29.4    , 3.7    , 0.61    , 0.73    , 0.91    
1,11,Sön,8,248, 235.87    , 409.98    , 1 400.07    , 23.59    , 41.00    , 140.01    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.79    , 1.78    
1,11,Sön,9,249, 240.36    , 471.04    , 2 242.60    , 24.04    , 47.10    , 224.26    , 2.0    , 3.0    , 29.4    , 3.7    , 0.62    , 0.85    , 2.62    
1,11,Sön,10,250, 247.71    , 416.67    , 2 036.98    , 24.77    , 41.67    , 203.70    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.80    , 2.42    
1,11,Sön,11,251, 258.78    , 401.32    , 1 395.69    , 25.88    , 40.13    , 139.57    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.78    , 1.78    
1,11,Sön,12,252, 265.75    , 385.37    , 1 225.63    , 26.58    , 38.54    , 122.56    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.77    , 1.61    
1,11,Sön,13,253, 263.93    , 383.91    , 919.46    , 26.39    , 38.39    , 91.95    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.76    , 1.30    
1,11,Sön,14,254, 264.22    , 377.57    , 751.44    , 26.42    , 37.76    , 75.14    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.76    , 1.13    
1,11,Sön,15,255, 263.93    , 387.17    , 861.28    , 26.39    , 38.72    , 86.13    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.77    , 1.24    
1,11,Sön,16,256, 265.36    , 391.11    , 1 097.05    , 26.54    , 39.11    , 109.71    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.77    , 1.48    
1,11,Sön,17,257, 273.00    , 451.74    , 1 193.13    , 27.30    , 45.17    , 119.31    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.83    , 1.57    
1,11,Sön,18,258, 276.53    , 463.32    , 1 192.83    , 27.65    , 46.33    , 119.28    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.84    , 1.57    
1,11,Sön,19,259, 277.77    , 388.37    , 978.35    , 27.78    , 38.84    , 97.84    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.77    , 1.36    
1,11,Sön,20,260, 275.86    , 364.45    , 602.17    , 27.59    , 36.45    , 60.22    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.75    , 0.98    
1,11,Sön,21,261, 272.71    , 347.04    , 509.76    , 27.27    , 34.70    , 50.98    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.73    , 0.89    
1,11,Sön,22,262, 268.80    , 339.92    , 482.45    , 26.88    , 33.99    , 48.25    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.72    , 0.86    
1,11,Sön,23,263, 267.08    , 333.06    , 473.38    , 26.71    , 33.31    , 47.34    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.71    , 0.85    
1,11,Sön,24,264, 263.84    , 322.77    , 456.26    , 26.38    , 32.28    , 45.63    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.70    , 0.84    
1,12,Mån,1,265, 271.76    , 327.57    , 467.33    , 27.18    , 32.76    , 46.73    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.71    , 0.85    
1,12,Mån,2,266, 268.23    , 323.95    , 460.29    , 26.82    , 32.40    , 46.03    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.70    , 0.84    
1,12,Mån,3,267, 266.80    , 318.59    , 459.07    , 26.68    , 31.86    , 45.91    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.70    , 0.84    
1,12,Mån,4,268, 267.94    , 319.29    , 458.56    , 26.79    , 31.93    , 45.86    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.70    , 0.84    
1,12,Mån,5,269, 271.86    , 318.25    , 462.33    , 27.19    , 31.83    , 46.23    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.70    , 0.84    
1,12,Mån,6,270, 265.65    , 321.53    , 474.17    , 26.57    , 32.15    , 47.42    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.92    , 1.07    
1,12,Mån,7,271, 281.88    , 327.23    , 496.10    , 28.19    , 32.72    , 49.61    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.92    , 1.09    
1,12,Mån,8,272, 330.18    , 333.45    , 569.04    , 33.02    , 33.35    , 56.90    , 2.0    , 3.0    , 29.4    , 25.0    , 0.92    , 0.93    , 1.16    
1,12,Mån,9,273, 330.56    , 339.06    , 733.49    , 33.06    , 33.91    , 73.35    , 2.0    , 3.0    , 29.4    , 25.0    , 0.92    , 0.93    , 1.33    
1,12,Mån,10,274, 324.83    , 349.76    , 750.83    , 32.48    , 34.98    , 75.08    , 2.0    , 3.0    , 29.4    , 25.0    , 0.92    , 0.94    , 1.34    
1,12,Mån,11,275, 294.38    , 355.89    , 842.44    , 29.44    , 35.59    , 84.24    , 2.0    , 3.0    , 29.4    , 25.0    , 0.89    , 0.95    , 1.44    
1,12,Mån,12,276, 287.03    , 358.31    , 745.73    , 28.70    , 35.83    , 74.57    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.95    , 1.34    
1,12,Mån,13,277, 279.97    , 355.98    , 663.20    , 28.00    , 35.60    , 66.32    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.95    , 1.26    
1,12,Mån,14,278, 280.54    , 353.56    , 554.55    , 28.05    , 35.36    , 55.46    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.95    , 1.15    
1,12,Mån,15,279, 276.63    , 353.56    , 550.98    , 27.66    , 35.36    , 55.10    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.95    , 1.14    
1,12,Mån,16,280, 281.50    , 372.73    , 551.49    , 28.15    , 37.27    , 55.15    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.97    , 1.15    
1,12,Mån,17,281, 283.50    , 405.63    , 659.02    , 28.35    , 40.56    , 65.90    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 1.00    , 1.25    
1,12,Mån,18,282, 288.75    , 461.49    , 702.99    , 28.88    , 46.15    , 70.30    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 1.06    , 1.30    
1,12,Mån,19,283, 286.08    , 424.45    , 689.11    , 28.61    , 42.45    , 68.91    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 1.02    , 1.28    
1,12,Mån,20,284, 276.15    , 368.41    , 526.19    , 27.62    , 36.84    , 52.62    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.96    , 1.12    
1,12,Mån,21,285, 269.76    , 351.75    , 490.79    , 26.98    , 35.18    , 49.08    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.95    , 1.08    
1,12,Mån,22,286, 265.36    , 343.72    , 476.21    , 26.54    , 34.37    , 47.62    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.94    , 1.07    
1,12,Mån,23,287, 263.74    , 341.39    , 469.88    , 26.37    , 34.14    , 46.99    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.72    , 0.85    
1,12,Mån,24,288, 252.00    , 328.35    , 452.74    , 25.20    , 32.84    , 45.27    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.71    , 0.83    
1,13,Tis,1,289, 268.04    , 334.38    , 470.30    , 26.80    , 33.44    , 47.03    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.72    , 0.85    
1,13,Tis,2,290, 266.04    , 331.53    , 465.39    , 26.60    , 33.15    , 46.54    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.71    , 0.85    
1,13,Tis,3,291, 265.66    , 327.55    , 458.44    , 26.57    , 32.76    , 45.84    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.71    , 0.84    
1,13,Tis,4,292, 267.09    , 318.13    , 459.46    , 26.71    , 31.81    , 45.95    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.70    , 0.84    
