Månad,Dag,Timme,Årstimme,Meteonorm Lkp Utetemp (grad C),Meteonorm Lkp Utetemp heltal (grad C),SMHI Lkp 2015 Utetemp (grad C),SMHI Lkp 2015 Utetemp heltal (grad C),SMHI Lkp 2013 Utetemp (grad C),SMHI Lkp 2013 Utetemp heltal (grad C),SMHI Lkp 2010 Utetemp (grad C),SMHI Lkp 2010 Utetemp heltal (grad C)
9,15,23,6191,10, 10    , 11.90    , 12    ,13.5,14, 10.10    , 10    
9,15,24,6192,10.3, 10    , 12.10    , 12    ,12.8,13, 10.40    , 10    
9,16,1,6193,10.2, 10    , 11.10    , 11    ,12,12, 10.20    , 10    
9,16,2,6194,9.9, 10    , 10.00    , 10    ,11.3,11, 10.30    , 10    
9,16,3,6195,9.8, 10    , 10.00    , 10    ,11.5,12, 10.20    , 10    
9,16,4,6196,9.5, 10    , 9.00    , 9    ,11.3,11, 10.20    , 10    
9,16,5,6197,9.3, 9    , 9.70    , 10    ,10.7,11, 10.00    , 10    
9,16,6,6198,9.7, 10    , 9.40    , 9    ,10.4,10, 9.80    , 10    
9,16,7,6199,10, 10    , 9.60    , 10    ,10.6,11, 10.00    , 10    
9,16,8,6200,10.2, 10    , 10.50    , 11    ,11.7,12, 10.10    , 10    
9,16,9,6201,10.5, 11    , 11.30    , 11    ,12.2,12, 10.50    , 11    
9,16,10,6202,10.8, 11    , 12.90    , 13    ,12.5,13, 10.20    , 10    
9,16,11,6203,11, 11    , 14.00    , 14    ,12.8,13, 10.90    , 11    
9,16,12,6204,11.3, 11    , 15.20    , 15    ,13,13, 11.70    , 12    
9,16,13,6205,11.5, 12    , 17.00    , 17    ,12.6,13, 11.60    , 12    
9,16,14,6206,13.5, 14    , 17.20    , 17    ,13.1,13, 14.30    , 14    
9,16,15,6207,14.7, 15    , 17.00    , 17    ,13.1,13, 13.80    , 14    
9,16,16,6208,15.4, 15    , 16.90    , 17    ,13,13, 14.80    , 15    
9,16,17,6209,15.5, 16    , 16.40    , 16    ,12.1,12, 13.60    , 14    
9,16,18,6210,15.2, 15    , 15.40    , 15    ,11.6,12, 12.20    , 12    
9,16,19,6211,14.6, 15    , 14.60    , 15    ,11,11, 11.50    , 12    
9,16,20,6212,13.7, 14    , 13.90    , 14    ,11.3,11, 10.90    , 11    
9,16,21,6213,12.8, 13    , 13.50    , 14    ,10.6,11, 10.50    , 11    
9,16,22,6214,11.9, 12    , 13.70    , 14    ,10,10, 10.40    , 10    
9,16,23,6215,10.9, 11    , 13.70    , 14    ,8.6,9, 10.10    , 10    
9,16,24,6216,10, 10    , 13.70    , 14    ,8.3,8, 10.30    , 10    
9,17,1,6217,8.6, 9    , 13.60    , 14    ,8.5,9, 10.30    , 10    
9,17,2,6218,7.1, 7    , 13.60    , 14    ,8,8, 10.00    , 10    
9,17,3,6219,6.3, 6    , 13.80    , 14    ,7.5,8, 10.20    , 10    
9,17,4,6220,5.4, 5    , 14.10    , 14    ,7,7, 9.90    , 10    
9,17,5,6221,4.8, 5    , 15.00    , 15    ,6.3,6, 9.10    , 9    
9,17,6,6222,4.8, 5    , 15.70    , 16    ,5.6,6, 9.10    , 9    
9,17,7,6223,4.8, 5    , 16.00    , 16    ,6.6,7, 9.70    , 10    
9,17,8,6224,4.8, 5    , 16.40    , 16    ,7.9,8, 10.90    , 11    
9,17,9,6225,4.6, 5    , 16.70    , 17    ,9,9, 11.90    , 12    
9,17,10,6226,4.8, 5    , 16.70    , 17    ,9.7,10, 12.00    , 12    
9,17,11,6227,4.8, 5    , 17.20    , 17    ,10.5,11, 12.70    , 13    
9,17,12,6228,4.8, 5    , 17.80    , 18    ,11.1,11, 12.20    , 12    
9,17,13,6229,4.4, 4    , 19.10    , 19    ,11.4,11, 11.90    , 12    
9,17,14,6230,5.8, 6    , 19.20    , 19    ,11.5,12, 11.10    , 11    
9,17,15,6231,6.4, 6    , 19.40    , 19    ,11.6,12, 11.80    , 12    
9,17,16,6232,6.6, 7    , 19.80    , 20    ,11.6,12, 11.40    , 11    
9,17,17,6233,6.5, 7    , 19.40    , 19    ,11.2,11, 10.80    , 11    
9,17,18,6234,6.2, 6    , 18.80    , 19    ,10.6,11, 10.40    , 10    
9,17,19,6235,5.8, 6    , 17.80    , 18    ,10.1,10, 10.20    , 10    
9,17,20,6236,5.6, 6    , 17.40    , 17    ,9.1,9, 9.60    , 10    
9,17,21,6237,5.4, 5    , 16.70    , 17    ,9.2,9, 9.60    , 10    
9,17,22,6238,5.3, 5    , 16.00    , 16    ,8.3,8, 8.30    , 8    
9,17,23,6239,5.1, 5    , 15.00    , 15    ,8.9,9, 8.30    , 8    
9,17,24,6240,5, 5    , 14.90    , 15    ,7.5,8, 9.00    , 9    
9,18,1,6241,5.4, 5    , 14.70    , 15    ,7,7, 9.10    , 9    
9,18,2,6242,5.8, 6    , 14.60    , 15    ,7.1,7, 8.00    , 8    
9,18,3,6243,6.1, 6    , 14.40    , 14    ,6.3,6, 7.00    , 7    
9,18,4,6244,6.3, 6    , 13.20    , 13    ,5.8,6, 6.50    , 7    
9,18,5,6245,6.5, 7    , 13.40    , 13    ,6.7,7, 8.40    , 8    
9,18,6,6246,6.5, 7    , 13.50    , 14    ,6.8,7, 9.50    , 10    
9,18,7,6247,7.5, 8    , 13.10    , 13    ,7.2,7, 9.80    , 10    
9,18,8,6248,8.7, 9    , 12.80    , 13    ,7.3,7, 9.80    , 10    
9,18,9,6249,10.1, 10    , 13.90    , 14    ,8.1,8, 9.60    , 10    
9,18,10,6250,11.5, 12    , 14.10    , 14    ,9,9, 9.40    , 9    
9,18,11,6251,12.7, 13    , 13.80    , 14    ,10.2,10, 9.80    , 10    
9,18,12,6252,13.8, 14    , 14.20    , 14    ,12.5,13, 11.00    , 11    
9,18,13,6253,14.5, 15    , 15.20    , 15    ,13.6,14, 10.70    , 11    
9,18,14,6254,14.8, 15    , 14.80    , 15    ,13.8,14, 10.60    , 11    
9,18,15,6255,15.1, 15    , 16.10    , 16    ,13.5,14, 10.20    , 10    
9,18,16,6256,15, 15    , 15.80    , 16    ,13,13, 11.50    , 12    
9,18,17,6257,14.5, 15    , 15.60    , 16    ,12.7,13, 11.60    , 12    
9,18,18,6258,13.7, 14    , 15.20    , 15    ,11.9,12, 11.30    , 11    
9,18,19,6259,12.9, 13    , 14.10    , 14    ,8.2,8, 8.40    , 8    
9,18,20,6260,12.2, 12    , 13.40    , 13    ,7.4,7, 8.90    , 9    
9,18,21,6261,11.9, 12    , 13.60    , 14    ,7,7, 8.60    , 9    
9,18,22,6262,11.4, 11    , 13.60    , 14    ,6.2,6, 7.60    , 8    
9,18,23,6263,11, 11    , 13.40    , 13    ,5.6,6, 8.20    , 8    
9,18,24,6264,10.5, 11    , 13.20    , 13    ,4.9,5, 8.20    , 8    
9,19,1,6265,9.8, 10    , 12.40    , 12    ,5.1,5, 7.30    , 7    
9,19,2,6266,9.1, 9    , 12.50    , 13    ,4,4, 8.40    , 8    
9,19,3,6267,8.8, 9    , 12.70    , 13    ,3.9,4, 7.90    , 8    
9,19,4,6268,8.4, 8    , 11.80    , 12    ,3.8,4, 9.00    , 9    
9,19,5,6269,8.2, 8    , 11.10    , 11    ,4.1,4, 9.50    , 10    
9,19,6,6270,8.2, 8    , 10.70    , 11    ,4.7,5, 9.70    , 10    
9,19,7,6271,8.9, 9    , 10.60    , 11    ,5.7,6, 10.10    , 10    
9,19,8,6272,9.2, 9    , 11.60    , 12    ,7.5,8, 10.90    , 11    
9,19,9,6273,9.6, 10    , 13.40    , 13    ,9.1,9, 11.40    , 11    
9,19,10,6274,10.2, 10    , 14.10    , 14    ,11.1,11, 12.10    , 12    
9,19,11,6275,10.9, 11    , 15.30    , 15    ,12.5,13, 12.20    , 12    
9,19,12,6276,11.7, 12    , 16.10    , 16    ,13.8,14, 13.30    , 13    
9,19,13,6277,12.6, 13    , 16.50    , 17    ,14.1,14, 13.00    , 13    
9,19,14,6278,12.8, 13    , 15.70    , 16    ,14.3,14, 13.30    , 13    
9,19,15,6279,12.8, 13    , 16.40    , 16    ,14,14, 14.50    , 15    
9,19,16,6280,12.6, 13    , 16.50    , 17    ,12.9,13, 13.80    , 14    
9,19,17,6281,12.3, 12    , 16.10    , 16    ,12.2,12, 11.80    , 12    
9,19,18,6282,11.5, 12    , 15.50    , 16    ,11.7,12, 10.60    , 11    
9,19,19,6283,11.3, 11    , 14.20    , 14    ,10.4,10, 9.90    , 10    
9,19,20,6284,10.5, 11    , 11.90    , 12    ,10.7,11, 9.50    , 10    
9,19,21,6285,9.7, 10    , 12.10    , 12    ,9.8,10, 9.10    , 9    
9,19,22,6286,8.8, 9    , 11.90    , 12    ,8,8, 7.30    , 7    
9,19,23,6287,8, 8    , 11.70    , 12    ,7.1,7, 7.60    , 8    
9,19,24,6288,7.2, 7    , 10.60    , 11    ,6,6, 8.10    , 8    
9,20,1,6289,6.5, 7    , 9.40    , 9    ,6.4,6, 8.80    , 9    
9,20,2,6290,5.7, 6    , 10.00    , 10    ,4.6,5, 9.00    , 9    
9,20,3,6291,5.3, 5    , 9.80    , 10    ,4,4, 9.00    , 9    
9,20,4,6292,4.9, 5    , 8.50    , 9    ,3.6,4, 8.50    , 9    
9,20,5,6293,4.6, 5    , 7.90    , 8    ,4,4, 7.40    , 7    
9,20,6,6294,4.5, 5    , 7.20    , 7    ,3.7,4, 6.10    , 6    
9,20,7,6295,5.5, 6    , 6.30    , 6    ,4.4,4, 6.80    , 7    
9,20,8,6296,7, 7    , 6.80    , 7    ,8.1,8, 8.50    , 9    
9,20,9,6297,8.8, 9    , 8.20    , 8    ,11,11, 10.10    , 10    
9,20,10,6298,10.4, 10    , 10.50    , 11    ,12.8,13, 11.30    , 11    
9,20,11,6299,11.9, 12    , 12.50    , 13    ,13.8,14, 12.60    , 13    
9,20,12,6300,13.2, 13    , 14.20    , 14    ,14.4,14, 13.30    , 13    
9,20,13,6301,14, 14    , 14.50    , 15    ,14.8,15, 13.40    , 13    
9,20,14,6302,14.5, 15    , 15.10    , 15    ,15.6,16, 13.60    , 14    
9,20,15,6303,14.5, 15    , 15.90    , 16    ,15.9,16, 13.70    , 14    
9,20,16,6304,14.2, 14    , 16.40    , 16    ,15.6,16, 13.30    , 13    
9,20,17,6305,13.4, 13    , 14.60    , 15    ,14.5,15, 13.00    , 13    
9,20,18,6306,12.1, 12    , 14.50    , 15    ,12.5,13, 11.30    , 11    
9,20,19,6307,11.4, 11    , 13.00    , 13    ,11.6,12, 11.00    , 11    
9,20,20,6308,10.7, 11    , 12.30    , 12    ,8.6,9, 11.40    , 11    
9,20,21,6309,9.9, 10    , 10.80    , 11    ,7.2,7, 12.20    , 12    
9,20,22,6310,9.2, 9    , 9.50    , 10    ,6.6,7, 12.20    , 12    
9,20,23,6311,8.5, 9    , 8.10    , 8    ,5.7,6, 12.10    , 12    
9,20,24,6312,7.7, 8    , 8.50    , 9    ,5.9,6, 11.80    , 12    
9,21,1,6313,7.4, 7    , 9.10    , 9    ,5.5,6, 11.80    , 12    
9,21,2,6314,7, 7    , 10.10    , 10    ,5.6,6, 11.90    , 12    
9,21,3,6315,6.8, 7    , 9.80    , 10    ,6,6, 11.60    , 12    
9,21,4,6316,6.6, 7    , 9.50    , 10    ,5.5,6, 11.10    , 11    
9,21,5,6317,6.5, 7    , 9.00    , 9    ,5.5,6, 10.60    , 11    
9,21,6,6318,6.6, 7    , 8.80    , 9    ,5.7,6, 10.30    , 10    
9,21,7,6319,6.9, 7    , 8.80    , 9    ,7,7, 9.70    , 10    
9,21,8,6320,7.8, 8    , 9.20    , 9    ,10.1,10, 10.00    , 10    
9,21,9,6321,8.8, 9    , 10.40    , 10    ,12.3,12, 11.20    , 11    
9,21,10,6322,9.8, 10    , 10.40    , 10    ,13.5,14, 11.80    , 12    
9,21,11,6323,11.3, 11    , 11.90    , 12    ,15.2,15, 10.50    , 11    
9,21,12,6324,12.7, 13    , 12.90    , 13    ,15.7,16, 9.90    , 10    
9,21,13,6325,14.1, 14    , 12.40    , 12    ,16.1,16, 10.20    , 10    
9,21,14,6326,15.5, 16    , 13.00    , 13    ,15.8,16, 10.60    , 11    
9,21,15,6327,16.5, 17    , 13.50    , 14    ,15.1,15, 11.40    , 11    
9,21,16,6328,16.9, 17    , 12.30    , 12    ,14.8,15, 11.60    , 12    
9,21,17,6329,16.6, 17    , 12.10    , 12    ,14.6,15, 11.20    , 11    
9,21,18,6330,15.6, 16    , 12.00    , 12    ,13.9,14, 10.80    , 11    
9,21,19,6331,14.6, 15    , 11.40    , 11    ,13.4,13, 10.80    , 11    
9,21,20,6332,13.7, 14    , 10.40    , 10    ,12.8,13, 8.60    , 9    
9,21,21,6333,12.7, 13    , 10.00    , 10    ,12.6,13, 8.30    , 8    
9,21,22,6334,11.7, 12    , 9.40    , 9    ,13.2,13, 8.50    , 9    
9,21,23,6335,10.8, 11    , 8.90    , 9    ,13.2,13, 8.40    , 8    
9,21,24,6336,9.8, 10    , 8.70    , 9    ,13.3,13, 5.90    , 6    
9,22,1,6337,8.7, 9    , 8.20    , 8    ,13.5,14, 6.50    , 7    
9,22,2,6338,7.5, 8    , 8.10    , 8    ,13.4,13, 7.10    , 7    
9,22,3,6339,6.8, 7    , 7.00    , 7    ,13.3,13, 3.90    , 4    
9,22,4,6340,6.2, 6    , 6.70    , 7    ,13.3,13, 4.10    , 4    
9,22,5,6341,5.8, 6    , 5.70    , 6    ,13.4,13, 3.80    , 4    
9,22,6,6342,5.7, 6    , 5.80    , 6    ,13.6,14, 2.70    , 3    
9,22,7,6343,6.5, 7    , 6.10    , 6    ,13.5,14, 4.70    , 5    
9,22,8,6344,7.9, 8    , 7.80    , 8    ,13.2,13, 7.30    , 7    
9,22,9,6345,9.5, 10    , 9.60    , 10    ,12.9,13, 10.70    , 11    
9,22,10,6346,11.1, 11    , 10.70    , 11    ,13.3,13, 12.20    , 12    
9,22,11,6347,12.8, 13    , 10.90    , 11    ,13.3,13, 13.60    , 14    
9,22,12,6348,14, 14    , 10.90    , 11    ,14.1,14, 14.90    , 15    
9,22,13,6349,15, 15    , 11.70    , 12    ,14.5,15, 15.10    , 15    
9,22,14,6350,15.6, 16    , 12.30    , 12    ,13.8,14, 15.10    , 15    
9,22,15,6351,15.6, 16    , 12.60    , 13    ,13.4,13, 15.00    , 15    
9,22,16,6352,15.3, 15    , 13.00    , 13    ,13,13, 15.00    , 15    
9,22,17,6353,14.5, 15    , 12.70    , 13    ,12.6,13, 14.30    , 14    
9,22,18,6354,13.2, 13    , 12.60    , 13    ,12.5,13, 11.00    , 11    
9,22,19,6355,12.3, 12    , 12.00    , 12    ,11.7,12, 10.00    , 10    
9,22,20,6356,11.4, 11    , 11.50    , 12    ,11.5,12, 9.40    , 9    
9,22,21,6357,10.5, 11    , 11.20    , 11    ,11.3,11, 8.80    , 9    
9,22,22,6358,9.6, 10    , 11.40    , 11    ,9.3,9, 8.60    , 9    
9,22,23,6359,8.7, 9    , 11.90    , 12    ,7.9,8, 7.90    , 8    
9,22,24,6360,7.8, 8    , 12.00    , 12    ,7,7, 6.70    , 7    
9,23,1,6361,7.3, 7    , 11.80    , 12    ,7.7,8, 7.10    , 7    
9,23,2,6362,6.8, 7    , 11.70    , 12    ,5.1,5, 7.10    , 7    
9,23,3,6363,6.6, 7    , 11.90    , 12    ,5.7,6, 7.80    , 8    
9,23,4,6364,6.3, 6    , 12.20    , 12    ,4.8,5, 7.40    , 7    
9,23,5,6365,6.1, 6    , 12.00    , 12    ,4.1,4, 7.40    , 7    
9,23,6,6366,6, 6    , 11.90    , 12    ,4.5,5, 7.10    , 7    
9,23,7,6367,7.2, 7    , 11.70    , 12    ,6.9,7, 6.80    , 7    
9,23,8,6368,9.2, 9    , 12.10    , 12    ,8.6,9, 9.70    , 10    
9,23,9,6369,11.4, 11    , 12.30    , 12    ,9.6,10, 11.50    , 12    
9,23,10,6370,13.5, 14    , 12.40    , 12    ,10.9,11, 13.30    , 13    
9,23,11,6371,15.4, 15    , 12.90    , 13    ,12.1,12, 14.70    , 15    
9,23,12,6372,17, 17    , 13.70    , 14    ,13,13, 16.20    , 16    
9,23,13,6373,18.1, 18    , 14.20    , 14    ,13.9,14, 17.20    , 17    
9,23,14,6374,18.8, 19    , 14.90    , 15    ,14.3,14, 17.70    , 18    
9,23,15,6375,18.9, 19    , 16.40    , 16    ,14.3,14, 18.10    , 18    
9,23,16,6376,18.5, 19    , 17.00    , 17    ,13.8,14, 17.60    , 18    
9,23,17,6377,17.3, 17    , 15.40    , 15    ,13.3,13, 16.50    , 17    
9,23,18,6378,15.8, 16    , 16.30    , 16    ,11.7,12, 15.10    , 15    
9,23,19,6379,15.1, 15    , 14.80    , 15    ,8.3,8, 14.60    , 15    
9,23,20,6380,14.4, 14    , 14.40    , 14    ,7.6,8, 14.00    , 14    
9,23,21,6381,13.8, 14    , 13.80    , 14    ,9.2,9, 13.40    , 13    
9,23,22,6382,13.1, 13    , 12.90    , 13    ,9.1,9, 13.40    , 13    
9,23,23,6383,12.5, 13    , 11.30    , 11    ,8,8, 12.90    , 13    
9,23,24,6384,11.8, 12    , 10.10    , 10    ,7.8,8, 13.00    , 13    
9,24,1,6385,11.4, 11    , 9.40    , 9    ,7.2,7, 12.70    , 13    
9,24,2,6386,11.1, 11    , 10.90    , 11    ,6.6,7, 12.00    , 12    
9,24,3,6387,10.9, 11    , 10.30    , 10    ,6.2,6, 11.00    , 11    
9,24,4,6388,10.8, 11    , 10.50    , 11    ,6,6, 11.50    , 12    
9,24,5,6389,10.7, 11    , 10.80    , 11    ,5.6,6, 11.60    , 12    
9,24,6,6390,10.7, 11    , 10.80    , 11    ,4.6,5, 10.70    , 11    
9,24,7,6391,11.3, 11    , 11.00    , 11    ,4.8,5, 10.60    , 11    
9,24,8,6392,12.6, 13    , 11.10    , 11    ,7.7,8, 12.50    , 13    
9,24,9,6393,13.8, 14    , 11.30    , 11    ,7.7,8, 14.60    , 15    
9,24,10,6394,15.7, 16    , 11.50    , 12    ,8.5,9, 15.60    , 16    
9,24,11,6395,18.1, 18    , 11.90    , 12    ,9.3,9, 17.50    , 18    
9,24,12,6396,19.7, 20    , 13.60    , 14    ,8.8,9, 18.30    , 18    
9,24,13,6397,20.2, 20    , 14.60    , 15    ,8.1,8, 19.10    , 19    
9,24,14,6398,20, 20    , 14.60    , 15    ,9.7,10, 18.60    , 19    
9,24,15,6399,18.8, 19    , 15.10    , 15    ,9.8,10, 18.30    , 18    
9,24,16,6400,17.9, 18    , 14.80    , 15    ,9.9,10, 18.10    , 18    
9,24,17,6401,16.9, 17    , 14.30    , 14    ,9.6,10, 17.50    , 18    
9,24,18,6402,16, 16    , 14.30    , 14    ,8.2,8, 16.50    , 17    
9,24,19,6403,15.6, 16    , 12.90    , 13    ,7.6,8, 15.60    , 16    
9,24,20,6404,15.1, 15    , 12.20    , 12    ,7.1,7, 15.60    , 16    
9,24,21,6405,14.6, 15    , 12.70    , 13    ,5.8,6, 15.40    , 15    
9,24,22,6406,14.1, 14    , 11.70    , 12    ,4,4, 14.70    , 15    
9,24,23,6407,13.6, 14    , 11.10    , 11    ,3.6,4, 14.50    , 15    
9,24,24,6408,13.1, 13    , 10.70    , 11    ,3.5,4, 14.20    , 14    
9,25,1,6409,12.3, 12    , 11.00    , 11    ,2.1,2, 14.10    , 14    
9,25,2,6410,11.5, 12    , 11.40    , 11    ,2.6,3, 13.60    , 14    
9,25,3,6411,11.1, 11    , 11.80    , 12    ,2,2, 13.70    , 14    
9,25,4,6412,10.6, 11    , 11.70    , 12    ,1.3,1, 13.50    , 14    
9,25,5,6413,10.3, 10    , 12.00    , 12    ,-0.3,0, 13.50    , 14    
9,25,6,6414,10.2, 10    , 11.10    , 11    ,-0.7,-1, 12.80    , 13    
9,25,7,6415,11.4, 11    , 10.30    , 10    ,0.7,1, 13.40    , 13    
9,25,8,6416,13.2, 13    , 9.60    , 10    ,2.7,3, 15.50    , 16    
9,25,9,6417,15.5, 16    , 11.30    , 11    ,4.6,5, 15.30    , 15    
9,25,10,6418,16.2, 16    , 12.50    , 13    ,6.1,6, 15.10    , 15    
9,25,11,6419,17.5, 18    , 13.40    , 13    ,7.6,8, 16.00    , 16    
9,25,12,6420,17.5, 18    , 13.60    , 14    ,8.5,9, 16.00    , 16    
9,25,13,6421,17.2, 17    , 14.90    , 15    ,9.5,10, 16.00    , 16    
9,25,14,6422,16.6, 17    , 15.40    , 15    ,9.9,10, 14.20    , 14    
9,25,15,6423,17, 17    , 16.30    , 16    ,10.2,10, 12.30    , 12    
9,25,16,6424,17.3, 17    , 16.00    , 16    ,10.1,10, 11.90    , 12    
9,25,17,6425,16.9, 17    , 15.40    , 15    ,9.6,10, 11.80    , 12    
9,25,18,6426,16, 16    , 13.80    , 14    ,6.6,7, 11.40    , 11    
9,25,19,6427,15, 15    , 11.30    , 11    ,5.5,6, 11.10    , 11    
9,25,20,6428,13.9, 14    , 11.50    , 12    ,2.7,3, 10.70    , 11    
9,25,21,6429,12.9, 13    , 10.00    , 10    ,4.4,4, 10.30    , 10    
9,25,22,6430,11.9, 12    , 9.80    , 10    ,2.2,2, 10.00    , 10    
9,25,23,6431,10.9, 11    , 9.10    , 9    ,1.5,2, 9.50    , 10    
9,25,24,6432,9.9, 10    , 8.30    , 8    ,-0.8,-1, 9.00    , 9    
9,26,1,6433,9.3, 9    , 7.90    , 8    ,-1.6,-2, 8.90    , 9    
9,26,2,6434,8.6, 9    , 8.20    , 8    ,-1.9,-2, 8.80    , 9    
9,26,3,6435,8.3, 8    , 8.00    , 8    ,-2.8,-3, 8.90    , 9    
9,26,4,6436,7.9, 8    , 7.50    , 8    ,-3.1,-3, 8.80    , 9    
9,26,5,6437,7.7, 8    , 7.70    , 8    ,-3.1,-3, 8.80    , 9    
9,26,6,6438,7.6, 8    , 7.60    , 8    ,-2.9,-3, 8.70    , 9    
9,26,7,6439,8.3, 8    , 7.30    , 7    ,-1.9,-2, 8.70    , 9    
9,26,8,6440,9.6, 10    , 8.00    , 8    ,0.6,1, 8.90    , 9    
9,26,9,6441,10.9, 11    , 10.40    , 10    ,3.6,4, 9.10    , 9    
9,26,10,6442,12.3, 12    , 11.50    , 12    ,6.4,6, 9.40    , 9    
9,26,11,6443,13.5, 14    , 12.40    , 12    ,7.6,8, 9.40    , 9    
9,26,12,6444,14.6, 15    , 13.40    , 13    ,8.6,9, 9.60    , 10    
9,26,13,6445,15.2, 15    , 13.90    , 14    ,8.5,9, 8.90    , 9    
9,26,14,6446,15.5, 16    , 14.50    , 15    ,8.4,8, 9.40    , 9    
9,26,15,6447,15.4, 15    , 14.70    , 15    ,7.8,8, 9.60    , 10    
9,26,16,6448,15, 15    , 14.50    , 15    ,7.7,8, 9.70    , 10    
9,26,17,6449,14.1, 14    , 14.10    , 14    ,8.1,8, 9.70    , 10    
9,26,18,6450,13.1, 13    , 12.80    , 13    ,6.6,7, 9.80    , 10    
9,26,19,6451,12.6, 13    , 10.70    , 11    ,5.1,5, 9.80    , 10    
9,26,20,6452,12.2, 12    , 9.10    , 9    ,2.5,3, 9.50    , 10    
9,26,21,6453,11.7, 12    , 8.20    , 8    ,2.3,2, 9.20    , 9    
9,26,22,6454,11.2, 11    , 5.70    , 6    ,2.2,2, 9.10    , 9    
9,26,23,6455,10.7, 11    , 5.30    , 5    ,0.2,0, 9.00    , 9    
9,26,24,6456,10.2, 10    , 5.60    , 6    ,2,2, 9.00    , 9    
9,27,1,6457,10, 10    , 4.40    , 4    ,-2.7,-3, 9.00    , 9    
9,27,2,6458,9.9, 10    , 4.50    , 5    ,-1.7,-2, 8.90    , 9    
9,27,3,6459,9.8, 10    , 4.80    , 5    ,-2.5,-3, 9.00    , 9    
9,27,4,6460,9.8, 10    , 3.70    , 4    ,-1.5,-2, 9.10    , 9    
9,27,5,6461,9.8, 10    , 4.40    , 4    ,-1.9,-2, 9.20    , 9    
9,27,6,6462,9.8, 10    , 3.00    , 3    ,1,1, 9.00    , 9    
9,27,7,6463,10.1, 10    , 3.10    , 3    ,1.8,2, 9.10    , 9    
9,27,8,6464,10.6, 11    , 2.90    , 3    ,3.5,4, 9.30    , 9    
9,27,9,6465,11.1, 11    , 8.90    , 9    ,5.3,5, 9.50    , 10    
9,27,10,6466,11.5, 12    , 11.10    , 11    ,7.2,7, 10.10    , 10    
9,27,11,6467,11.4, 11    , 12.90    , 13    ,8.4,8, 11.40    , 11    
9,27,12,6468,11.9, 12    , 13.70    , 14    ,9,9, 11.90    , 12    
9,27,13,6469,12.2, 12    , 14.20    , 14    ,9.8,10, 12.10    , 12    
9,27,14,6470,14.1, 14    , 14.70    , 15    ,10,10, 11.70    , 12    
9,27,15,6471,15.3, 15    , 14.90    , 15    ,10,10, 11.10    , 11    
9,27,16,6472,15.9, 16    , 14.80    , 15    ,9.9,10, 10.60    , 11    
9,27,17,6473,16, 16    , 14.50    , 15    ,8.6,9, 10.20    , 10    
9,27,18,6474,15.4, 15    , 13.60    , 14    ,7.8,8, 9.00    , 9    
9,27,19,6475,14.6, 15    , 10.60    , 11    ,6.5,7, 8.30    , 8    
9,27,20,6476,13.8, 14    , 9.60    , 10    ,6.4,6, 7.60    , 8    
9,27,21,6477,13, 13    , 9.00    , 9    ,7.8,8, 6.80    , 7    
9,27,22,6478,12.1, 12    , 11.00    , 11    ,6.5,7, 6.40    , 6    
9,27,23,6479,11.3, 11    , 11.30    , 11    ,6.5,7, 6.20    , 6    
9,27,24,6480,10.5, 11    , 7.70    , 8    ,5.7,6, 5.80    , 6    
9,28,1,6481,9.4, 9    , 8.00    , 8    ,5.9,6, 5.30    , 5    
9,28,2,6482,8.1, 8    , 6.50    , 7    ,6.1,6, 5.10    , 5    
9,28,3,6483,7.4, 7    , 8.10    , 8    ,6.4,6, 5.30    , 5    
9,28,4,6484,6.7, 7    , 5.30    , 5    ,6.4,6, 5.50    , 6    
9,28,5,6485,6.3, 6    , 7.00    , 7    ,6.5,7, 5.40    , 5    
9,28,6,6486,6.2, 6    , 6.70    , 7    ,6.4,6, 5.60    , 6    
9,28,7,6487,6.5, 7    , 4.70    , 5    ,6.4,6, 6.10    , 6    
9,28,8,6488,7.3, 7    , 5.20    , 5    ,6.9,7, 7.10    , 7    
9,28,9,6489,8.1, 8    , 8.40    , 8    ,7.9,8, 7.90    , 8    
9,28,10,6490,9, 9    , 9.60    , 10    ,8.9,9, 8.80    , 9    
9,28,11,6491,9.8, 10    , 10.80    , 11    ,9,9, 9.60    , 10    
9,28,12,6492,10.5, 11    , 12.20    , 12    ,9.8,10, 10.10    , 10    
9,28,13,6493,10.9, 11    , 13.60    , 14    ,10.9,11, 11.50    , 12    
9,28,14,6494,11.1, 11    , 14.20    , 14    ,9.8,10, 11.10    , 11    
9,28,15,6495,11, 11    , 14.40    , 14    ,10.1,10, 11.30    , 11    
9,28,16,6496,10.6, 11    , 13.90    , 14    ,9.9,10, 10.80    , 11    
9,28,17,6497,10, 10    , 13.70    , 14    ,9,9, 9.80    , 10    
9,28,18,6498,9.2, 9    , 12.10    , 12    ,9.3,9, 8.50    , 9    
9,28,19,6499,8.9, 9    , 9.90    , 10    ,8.8,9, 7.20    , 7    
9,28,20,6500,8.5, 9    , 7.40    , 7    ,7.4,7, 7.60    , 8    
9,28,21,6501,8.3, 8    , 6.90    , 7    ,7.1,7, 6.80    , 7    
9,28,22,6502,8, 8    , 5.20    , 5    ,7.4,7, 6.40    , 6    
9,28,23,6503,7.7, 8    , 4.70    , 5    ,6.3,6, 6.00    , 6    
9,28,24,6504,7.5, 8    , 3.30    , 3    ,4.8,5, 4.70    , 5    
9,29,1,6505,7.6, 8    , 2.90    , 3    ,5.9,6, 5.50    , 6    
