Månad,Dag,Timme,Årstimme,Meteonorm Lkp Utetemp (grad C),Meteonorm Lkp Utetemp heltal (grad C),SMHI Lkp 2015 Utetemp (grad C),SMHI Lkp 2015 Utetemp heltal (grad C),SMHI Lkp 2013 Utetemp (grad C),SMHI Lkp 2013 Utetemp heltal (grad C),SMHI Lkp 2010 Utetemp (grad C),SMHI Lkp 2010 Utetemp heltal (grad C)
7,1,20,4364,16.8, 17    , 23.70    , 24    ,17.3,17, 19.70    , 20    
7,1,21,4365,16.1, 16    , 20.40    , 20    ,16.7,17, 16.90    , 17    
7,1,22,4366,15, 15    , 17.70    , 18    ,15.9,16, 14.60    , 15    
7,1,23,4367,13.7, 14    , 15.80    , 16    ,14.8,15, 12.20    , 12    
7,1,24,4368,12.9, 13    , 14.50    , 15    ,12,12, 11.70    , 12    
7,2,1,4369,12.3, 12    , 14.50    , 15    ,10.7,11, 10.70    , 11    
7,2,2,4370,11.6, 12    , 13.30    , 13    ,10.7,11, 10.20    , 10    
7,2,3,4371,11, 11    , 12.90    , 13    ,11.4,11, 10.00    , 10    
7,2,4,4372,11.1, 11    , 12.50    , 13    ,12,12, 10.20    , 10    
7,2,5,4373,11.7, 12    , 14.20    , 14    ,11.6,12, 11.10    , 11    
7,2,6,4374,12.4, 12    , 17.50    , 18    ,12.1,12, 14.50    , 15    
7,2,7,4375,13.1, 13    , 20.20    , 20    ,13,13, 17.20    , 17    
7,2,8,4376,13.8, 14    , 21.80    , 22    ,14,14, 18.90    , 19    
7,2,9,4377,14.5, 15    , 23.10    , 23    ,15,15, 20.80    , 21    
7,2,10,4378,14.9, 15    , 24.30    , 24    ,14.6,15, 21.70    , 22    
7,2,11,4379,15.7, 16    , 25.30    , 25    ,15.3,15, 23.60    , 24    
7,2,12,4380,16.6, 17    , 25.90    , 26    ,16,16, 23.80    , 24    
7,2,13,4381,17.7, 18    , 26.60    , 27    ,16.2,16, 23.70    , 24    
7,2,14,4382,18.8, 19    , 26.70    , 27    ,15.7,16, 24.70    , 25    
7,2,15,4383,19.8, 20    , 27.20    , 27    ,15.8,16, 25.70    , 26    
7,2,16,4384,20.4, 20    , 27.10    , 27    ,16.5,17, 26.20    , 26    
7,2,17,4385,20.7, 21    , 27.20    , 27    ,16.1,16, 26.20    , 26    
7,2,18,4386,20.7, 21    , 27.10    , 27    ,16.5,17, 24.70    , 25    
7,2,19,4387,20.3, 20    , 26.40    , 26    ,13.7,14, 24.00    , 24    
7,2,20,4388,19.7, 20    , 24.70    , 25    ,13.9,14, 23.50    , 24    
7,2,21,4389,18.8, 19    , 22.40    , 22    ,11.7,12, 20.70    , 21    
7,2,22,4390,17.9, 18    , 20.40    , 20    ,10.8,11, 19.10    , 19    
7,2,23,4391,17, 17    , 17.00    , 17    ,10.1,10, 17.80    , 18    
7,2,24,4392,16.1, 16    , 18.00    , 18    ,9.8,10, 15.40    , 15    
7,3,1,4393,15.4, 15    , 17.30    , 17    ,8.9,9, 15.40    , 15    
7,3,2,4394,14.6, 15    , 16.50    , 17    ,8.4,8, 15.50    , 16    
7,3,3,4395,13.9, 14    , 15.30    , 15    ,7.1,7, 13.90    , 14    
7,3,4,4396,14, 14    , 14.90    , 15    ,7.3,7, 14.90    , 15    
7,3,5,4397,14.6, 15    , 15.30    , 15    ,8.8,9, 16.90    , 17    
7,3,6,4398,15.2, 15    , 17.90    , 18    ,11.3,11, 18.70    , 19    
7,3,7,4399,16, 16    , 19.70    , 20    ,13.4,13, 20.60    , 21    
7,3,8,4400,16.9, 17    , 21.00    , 21    ,14.9,15, 22.50    , 23    
7,3,9,4401,17.8, 18    , 22.20    , 22    ,16.3,16, 24.40    , 24    
7,3,10,4402,18.6, 19    , 23.50    , 24    ,16,16, 25.90    , 26    
7,3,11,4403,19, 19    , 24.60    , 25    ,17,17, 26.70    , 27    
7,3,12,4404,19.5, 20    , 25.60    , 26    ,18.6,19, 28.10    , 28    
7,3,13,4405,20.1, 20    , 26.60    , 27    ,18.9,19, 29.60    , 30    
7,3,14,4406,20.4, 20    , 27.10    , 27    ,19.6,20, 30.00    , 30    
7,3,15,4407,20.6, 21    , 27.60    , 28    ,20.1,20, 30.00    , 30    
7,3,16,4408,20.6, 21    , 28.40    , 28    ,19.8,20, 28.90    , 29    
7,3,17,4409,20.4, 20    , 28.50    , 29    ,19.8,20, 28.70    , 29    
7,3,18,4410,19.7, 20    , 28.30    , 28    ,19.5,20, 28.90    , 29    
7,3,19,4411,19.6, 20    , 27.80    , 28    ,18.3,18, 27.60    , 28    
7,3,20,4412,18.9, 19    , 24.30    , 24    ,17.3,17, 25.30    , 25    
7,3,21,4413,18.4, 18    , 21.20    , 21    ,16.7,17, 24.30    , 24    
7,3,22,4414,16.7, 17    , 19.80    , 20    ,15.8,16, 23.20    , 23    
7,3,23,4415,15, 15    , 19.90    , 20    ,15.1,15, 21.00    , 21    
7,3,24,4416,13.3, 13    , 20.10    , 20    ,14.6,15, 18.70    , 19    
7,4,1,4417,11.7, 12    , 18.00    , 18    ,14.7,15, 19.90    , 20    
7,4,2,4418,9.9, 10    , 16.80    , 17    ,13.8,14, 17.90    , 18    
7,4,3,4419,8.2, 8    , 15.60    , 16    ,12.7,13, 17.40    , 17    
7,4,4,4420,8.4, 8    , 16.80    , 17    ,12.6,13, 16.50    , 17    
7,4,5,4421,9.5, 10    , 17.70    , 18    ,12.8,13, 17.60    , 18    
7,4,6,4422,11.1, 11    , 19.40    , 19    ,12.9,13, 18.80    , 19    
7,4,7,4423,12.8, 13    , 20.20    , 20    ,13.6,14, 20.30    , 20    
7,4,8,4424,14.4, 14    , 21.40    , 21    ,14.9,15, 21.70    , 22    
7,4,9,4425,16.1, 16    , 22.60    , 23    ,15.7,16, 23.30    , 23    
7,4,10,4426,17.6, 18    , 23.60    , 24    ,16.3,16, 24.80    , 25    
7,4,11,4427,18.8, 19    , 24.80    , 25    ,17.2,17, 25.90    , 26    
7,4,12,4428,18.6, 19    , 25.70    , 26    ,18.4,18, 26.90    , 27    
7,4,13,4429,18.5, 19    , 26.10    , 26    ,20,20, 27.00    , 27    
7,4,14,4430,18.4, 18    , 27.00    , 27    ,20.5,21, 28.30    , 28    
7,4,15,4431,18.3, 18    , 27.50    , 28    ,20.6,21, 28.60    , 29    
7,4,16,4432,17.9, 18    , 27.50    , 28    ,21.5,22, 28.90    , 29    
7,4,17,4433,17.4, 17    , 27.40    , 27    ,21.1,21, 28.60    , 29    
7,4,18,4434,16.6, 17    , 27.40    , 27    ,21.7,22, 26.20    , 26    
7,4,19,4435,15.7, 16    , 26.00    , 26    ,21.9,22, 25.10    , 25    
7,4,20,4436,14.7, 15    , 24.10    , 24    ,20.7,21, 22.90    , 23    
7,4,21,4437,13.7, 14    , 22.00    , 22    ,19.7,20, 19.60    , 20    
7,4,22,4438,12.7, 13    , 19.50    , 20    ,19.6,20, 17.70    , 18    
7,4,23,4439,11.6, 12    , 18.60    , 19    ,17.4,17, 17.90    , 18    
7,4,24,4440,10.6, 11    , 17.90    , 18    ,16.5,17, 18.20    , 18    
7,5,1,4441,10.6, 11    , 18.10    , 18    ,15.5,16, 18.30    , 18    
7,5,2,4442,10.6, 11    , 17.30    , 17    ,15,15, 17.80    , 18    
7,5,3,4443,10.5, 11    , 17.20    , 17    ,14.7,15, 16.90    , 17    
7,5,4,4444,10.7, 11    , 16.60    , 17    ,14.7,15, 16.80    , 17    
7,5,5,4445,11.4, 11    , 17.20    , 17    ,14.6,15, 16.80    , 17    
7,5,6,4446,12, 12    , 19.30    , 19    ,14.9,15, 17.00    , 17    
7,5,7,4447,13.2, 13    , 22.50    , 23    ,15.8,16, 18.00    , 18    
7,5,8,4448,14.1, 14    , 23.10    , 23    ,17.1,17, 19.10    , 19    
7,5,9,4449,14.8, 15    , 23.90    , 24    ,17.7,18, 19.10    , 19    
7,5,10,4450,15.5, 16    , 25.30    , 25    ,17.7,18, 21.10    , 21    
7,5,11,4451,16.3, 16    , 26.10    , 26    ,18.2,18, 23.00    , 23    
7,5,12,4452,17, 17    , 26.60    , 27    ,18.7,19, 23.20    , 23    
7,5,13,4453,17.6, 18    , 26.90    , 27    ,18.9,19, 24.00    , 24    
7,5,14,4454,17.9, 18    , 27.50    , 28    ,19.2,19, 25.00    , 25    
7,5,15,4455,18, 18    , 27.70    , 28    ,20.1,20, 25.20    , 25    
7,5,16,4456,18, 18    , 27.40    , 27    ,20.9,21, 23.80    , 24    
7,5,17,4457,17.7, 18    , 26.50    , 27    ,20.4,20, 23.20    , 23    
7,5,18,4458,17.2, 17    , 24.60    , 25    ,19.5,20, 23.00    , 23    
7,5,19,4459,16.6, 17    , 23.30    , 23    ,18,18, 22.20    , 22    
7,5,20,4460,16, 16    , 21.70    , 22    ,17.3,17, 21.30    , 21    
7,5,21,4461,15.3, 15    , 20.30    , 20    ,15.4,15, 19.70    , 20    
7,5,22,4462,13.8, 14    , 19.70    , 20    ,14.1,14, 19.50    , 20    
7,5,23,4463,12.4, 12    , 18.80    , 19    ,14.3,14, 17.80    , 18    
7,5,24,4464,10.9, 11    , 18.20    , 18    ,13.7,14, 16.60    , 17    
7,6,1,4465,9.6, 10    , 17.80    , 18    ,13.1,13, 15.90    , 16    
7,6,2,4466,8.2, 8    , 17.60    , 18    ,12.3,12, 15.60    , 16    
7,6,3,4467,6.8, 7    , 17.00    , 17    ,12.1,12, 15.50    , 16    
7,6,4,4468,6.9, 7    , 17.00    , 17    ,12.7,13, 15.10    , 15    
7,6,5,4469,7.9, 8    , 17.00    , 17    ,13.8,14, 14.40    , 14    
7,6,6,4470,9.2, 9    , 17.20    , 17    ,14.9,15, 14.30    , 14    
7,6,7,4471,10.7, 11    , 17.30    , 17    ,15.7,16, 14.60    , 15    
7,6,8,4472,12.2, 12    , 17.50    , 18    ,16.6,17, 15.20    , 15    
7,6,9,4473,13.7, 14    , 18.30    , 18    ,17.3,17, 16.20    , 16    
7,6,10,4474,15.1, 15    , 19.50    , 20    ,18.7,19, 18.30    , 18    
7,6,11,4475,16.4, 16    , 21.40    , 21    ,19,19, 18.60    , 19    
7,6,12,4476,17.5, 18    , 21.10    , 21    ,19.4,19, 19.00    , 19    
7,6,13,4477,18.4, 18    , 21.50    , 22    ,19.9,20, 19.60    , 20    
7,6,14,4478,18.9, 19    , 20.40    , 20    ,20.8,21, 20.20    , 20    
7,6,15,4479,19.2, 19    , 21.30    , 21    ,21,21, 20.10    , 20    
7,6,16,4480,19.2, 19    , 18.00    , 18    ,21.3,21, 20.10    , 20    
7,6,17,4481,18.9, 19    , 17.50    , 18    ,21,21, 20.50    , 21    
7,6,18,4482,18.2, 18    , 17.30    , 17    ,21,21, 20.20    , 20    
7,6,19,4483,17.1, 17    , 17.00    , 17    ,20.4,20, 19.30    , 19    
7,6,20,4484,15.9, 16    , 16.20    , 16    ,19.2,19,, 18    
7,6,21,4485,14.6, 15    , 15.60    , 16    ,17.8,18,, 18    
7,6,22,4486,12.8, 13    , 14.90    , 15    ,15.1,15,, 16    
7,6,23,4487,11, 11    , 14.90    , 15    ,13.1,13,, 15    
7,6,24,4488,9.3, 9    , 14.10    , 14    ,12.1,12,, 13    
7,7,1,4489,8.8, 9    , 13.60    , 14    ,10.8,11,, 13    
7,7,2,4490,8.2, 8    , 13.50    , 14    ,10.8,11,, 12    
7,7,3,4491,7.6, 8    , 13.30    , 13    ,10.4,10, 12.30    , 12    
7,7,4,4492,7.8, 8    , 13.20    , 13    ,9.7,10, 12.30    , 12    
7,7,5,4493,8.9, 9    , 13.60    , 14    ,12,12, 13.00    , 13    
7,7,6,4494,10.2, 10    , 14.30    , 14    ,13.9,14, 14.40    , 14    
7,7,7,4495,11.7, 12    , 14.80    , 15    ,15.8,16, 15.60    , 16    
7,7,8,4496,13.4, 13    , 15.50    , 16    ,17.1,17, 17.10    , 17    
7,7,9,4497,15, 15    , 16.30    , 16    ,18.5,19, 18.70    , 19    
7,7,10,4498,16.6, 17    , 17.00    , 17    ,19.5,20, 19.90    , 20    
7,7,11,4499,18, 18    , 18.00    , 18    ,20.7,21, 20.70    , 21    
7,7,12,4500,19.2, 19    , 19.00    , 19    ,21.8,22, 21.90    , 22    
7,7,13,4501,20.2, 20    , 20.00    , 20    ,22.4,22, 22.20    , 22    
7,7,14,4502,20.8, 21    , 20.00    , 20    ,23.5,24, 22.70    , 23    
7,7,15,4503,21.2, 21    , 20.00    , 20    ,24.2,24, 23.00    , 23    
7,7,16,4504,21.4, 21    , 20.00    , 20    ,24.6,25, 23.00    , 23    
7,7,17,4505,21.1, 21    , 19.00    , 19    ,24.5,25, 22.50    , 23    
7,7,18,4506,20.5, 21    , 19.00    , 19    ,23.9,24, 22.00    , 22    
7,7,19,4507,19.6, 20    , 18.50    , 19    ,22.7,23, 20.70    , 21    
7,7,20,4508,18.4, 18    , 17.00    , 17    ,21.2,21, 18.30    , 18    
7,7,21,4509,17.1, 17    , 17.00    , 17    ,19.7,20, 17.70    , 18    
7,7,22,4510,15.3, 15    , 16.00    , 16    ,18.6,19, 15.70    , 16    
7,7,23,4511,13.6, 14    , 15.00    , 15    ,16.9,17, 14.80    , 15    
7,7,24,4512,11.8, 12    , 14.00    , 14    ,16.9,17, 13.30    , 13    
7,8,1,4513,10.8, 11    , 14.00    , 14    ,16.2,16, 12.50    , 13    
7,8,2,4514,9.7, 10    , 14.00    , 14    ,15.2,15, 12.10    , 12    
7,8,3,4515,8.6, 9    , 14.00    , 14    ,15,15, 10.10    , 10    
7,8,4,4516,8.7, 9    , 14.00    , 14    ,14.4,14, 11.40    , 11    
7,8,5,4517,9.8, 10    , 14.00    , 14    ,14.8,15, 12.90    , 13    
7,8,6,4518,11.2, 11    , 14.00    , 14    ,15.4,15, 15.70    , 16    
7,8,7,4519,12.7, 13    , 15.50    , 16    ,16.8,17, 17.80    , 18    
7,8,8,4520,14.3, 14    , 15.00    , 15    ,17.6,18, 21.00    , 21    
7,8,9,4521,15.9, 16    , 15.00    , 15    ,17.8,18, 21.10    , 21    
7,8,10,4522,17.5, 18    , 15.00    , 15    ,18.3,18, 22.10    , 22    
7,8,11,4523,18.9, 19    , 15.00    , 15    ,19,19, 22.20    , 22    
7,8,12,4524,20.1, 20    , 15.70    , 16    ,19.4,19, 22.50    , 23    
7,8,13,4525,21, 21    , 16.70    , 17    ,19.6,20, 23.80    , 24    
7,8,14,4526,21.7, 22    , 17.50    , 18    ,19.9,20, 24.50    , 25    
7,8,15,4527,22, 22    , 17.00    , 17    ,20.1,20, 24.90    , 25    
7,8,16,4528,22, 22    , 17.00    , 17    ,20.3,20, 24.10    , 24    
7,8,17,4529,21.7, 22    , 17.00    , 17    ,20.2,20, 21.60    , 22    
7,8,18,4530,21, 21    , 17.00    , 17    ,20.1,20, 21.50    , 22    
7,8,19,4531,20, 20    , 16.00    , 16    ,19.4,19, 21.20    , 21    
7,8,20,4532,18.7, 19    , 16.00    , 16    ,18.5,19, 20.10    , 20    
7,8,21,4533,17.4, 17    , 16.00    , 16    ,16.3,16, 19.60    , 20    
7,8,22,4534,16.9, 17    , 15.00    , 15    ,13.8,14, 18.30    , 18    
7,8,23,4535,16.4, 16    , 15.00    , 15    ,12,12, 17.00    , 17    
7,8,24,4536,16, 16    , 14.00    , 14    ,10.9,11, 16.10    , 16    
7,9,1,4537,16.5, 17    , 13.00    , 13    ,9.6,10, 16.50    , 17    
7,9,2,4538,17.1, 17    , 13.00    , 13    ,9.1,9, 16.00    , 16    
7,9,3,4539,17.6, 18    , 13.00    , 13    ,8.6,9, 14.10    , 14    
7,9,4,4540,17.7, 18    , 13.00    , 13    ,8.1,8, 14.10    , 14    
7,9,5,4541,18, 18    , 12.00    , 12    ,9.9,10, 15.00    , 15    
7,9,6,4542,18.5, 19    , 12.00    , 12    ,13,13, 17.10    , 17    
7,9,7,4543,19, 19    , 12.00    , 12    ,16.3,16, 18.20    , 18    
7,9,8,4544,19.5, 20    , 12.40    , 12    ,18.6,19, 18.70    , 19    
7,9,9,4545,20.1, 20    , 13.50    , 14    ,19.3,19, 20.30    , 20    
7,9,10,4546,20.6, 21    , 14.00    , 14    ,20.2,20, 20.10    , 20    
7,9,11,4547,21.1, 21    , 12.70    , 13    ,21.6,22, 21.10    , 21    
7,9,12,4548,21.5, 22    , 13.00    , 13    ,22.7,23, 22.40    , 22    
7,9,13,4549,21.8, 22    , 13.30    , 13    ,23.1,23, 22.90    , 23    
7,9,14,4550,22, 22    , 12.90    , 13    ,24.1,24, 24.00    , 24    
7,9,15,4551,22.1, 22    , 14.30    , 14    ,24.5,25, 24.90    , 25    
7,9,16,4552,22, 22    , 14.30    , 14    ,25.1,25, 25.20    , 25    
7,9,17,4553,21.9, 22    , 13.10    , 13    ,25,25, 25.30    , 25    
7,9,18,4554,21.6, 22    , 12.20    , 12    ,24.9,25, 24.40    , 24    
7,9,19,4555,21.2, 21    , 12.30    , 12    ,22.8,23, 22.60    , 23    
7,9,20,4556,20.4, 20    , 11.60    , 12    ,22.5,23, 21.90    , 22    
7,9,21,4557,20.7, 21    , 11.40    , 11    ,21.2,21, 18.70    , 19    
7,9,22,4558,19.7, 20    , 11.00    , 11    ,20.1,20, 16.50    , 17    
7,9,23,4559,18.6, 19    , 10.80    , 11    ,18.3,18, 15.30    , 15    
7,9,24,4560,17.5, 18    , 10.70    , 11    ,17.5,18, 14.40    , 14    
7,10,1,4561,15.6, 16    , 10.60    , 11    ,16.6,17, 13.50    , 14    
7,10,2,4562,13.6, 14    , 10.30    , 10    ,16.8,17, 12.00    , 12    
7,10,3,4563,11.5, 12    , 9.60    , 10    ,16.5,17, 11.70    , 12    
7,10,4,4564,11.6, 12    , 9.60    , 10    ,16.8,17, 11.90    , 12    
7,10,5,4565,12.8, 13    , 9.20    , 9    ,16,16, 13.40    , 13    
7,10,6,4566,13.8, 14    , 9.50    , 10    ,16,16, 17.40    , 17    
7,10,7,4567,15.2, 15    , 10.10    , 10    ,15.5,16, 19.90    , 20    
7,10,8,4568,16.6, 17    , 10.30    , 10    ,14.4,14, 22.70    , 23    
7,10,9,4569,18.2, 18    , 10.30    , 10    ,12.9,13, 24.10    , 24    
7,10,10,4570,19.6, 20    , 10.20    , 10    ,12,12, 26.60    , 27    
7,10,11,4571,20.6, 21    , 10.30    , 10    ,12.1,12, 28.10    , 28    
7,10,12,4572,21.4, 21    , 10.90    , 11    ,12,12, 30.10    , 30    
7,10,13,4573,22.2, 22    , 11.70    , 12    ,11.7,12, 30.90    , 31    
7,10,14,4574,22.7, 23    , 12.00    , 12    ,12.3,12, 31.10    , 31    
7,10,15,4575,23, 23    , 13.40    , 13    ,13.2,13, 31.40    , 31    
7,10,16,4576,23.1, 23    , 13.90    , 14    ,14,14, 31.00    , 31    
7,10,17,4577,23.1, 23    , 14.30    , 14    ,14.2,14, 30.30    , 30    
7,10,18,4578,22.6, 23    , 14.60    , 15    ,14.3,14, 28.10    , 28    
7,10,19,4579,21.8, 22    , 15.20    , 15    ,14.5,15, 27.30    , 27    
7,10,20,4580,20.8, 21    , 15.30    , 15    ,14.6,15, 25.10    , 25    
7,10,21,4581,19.6, 20    , 14.50    , 15    ,14.1,14, 23.10    , 23    
7,10,22,4582,18, 18    , 14.10    , 14    ,12.6,13, 22.10    , 22    
7,10,23,4583,16.5, 17    , 13.70    , 14    ,11.9,12, 18.80    , 19    
7,10,24,4584,14.9, 15    , 12.80    , 13    ,11.8,12, 17.70    , 18    
7,11,1,4585,14.2, 14    , 12.70    , 13    ,11.1,11, 16.40    , 16    
7,11,2,4586,13.5, 14    , 12.80    , 13    ,11.3,11, 15.40    , 15    
7,11,3,4587,12.8, 13    , 12.90    , 13    ,10.7,11, 15.60    , 16    
7,11,4,4588,13, 13    , 12.50    , 13    ,10.3,10, 15.20    , 15    
7,11,5,4589,13.6, 14    , 12.20    , 12    ,11.1,11, 16.00    , 16    
7,11,6,4590,14.4, 14    , 12.20    , 12    ,12.2,12, 19.90    , 20    
7,11,7,4591,15.3, 15    , 12.40    , 12    ,13.1,13, 22.40    , 22    
7,11,8,4592,16.3, 16    , 12.80    , 13    ,14.3,14, 23.80    , 24    
7,11,9,4593,17.2, 17    , 14.20    , 14    ,15.8,16, 25.50    , 26    
7,11,10,4594,17.9, 18    , 15.60    , 16    ,16.9,17, 27.70    , 28    
7,11,11,4595,18.6, 19    , 16.50    , 17    ,17.9,18, 29.40    , 29    
7,11,12,4596,19.3, 19    , 17.40    , 17    ,18.3,18, 30.20    , 30    
7,11,13,4597,19.9, 20    , 17.60    , 18    ,19,19, 32.40    , 32    
7,11,14,4598,20.3, 20    , 18.40    , 18    ,19.3,19, 31.70    , 32    
7,11,15,4599,20.5, 21    , 19.60    , 20    ,19.5,20,, 32    
7,11,16,4600,20.4, 20    , 19.80    , 20    ,19.6,20, 32.40    , 32    
7,11,17,4601,20.1, 20    , 19.90    , 20    ,19.6,20, 33.20    , 33    
7,11,18,4602,19.8, 20    , 20.10    , 20    ,19.7,20, 31.80    , 32    
7,11,19,4603,19.3, 19    , 18.90    , 19    ,18.5,19, 27.20    , 27    
7,11,20,4604,18.6, 19    , 18.40    , 18    ,17,17, 25.90    , 26    
7,11,21,4605,17.9, 18    , 16.50    , 17    ,15.9,16, 25.10    , 25    
7,11,22,4606,16.4, 16    , 15.30    , 15    ,12.9,13, 22.70    , 23    
7,11,23,4607,15, 15    , 14.20    , 14    ,11.4,11, 22.20    , 22    
7,11,24,4608,13.5, 14    , 13.10    , 13    ,10.6,11, 20.50    , 21    
7,12,1,4609,12.4, 12    , 12.80    , 13    ,9.8,10, 19.80    , 20    
7,12,2,4610,11.2, 11    , 12.70    , 13    ,8.8,9, 20.10    , 20    
7,12,3,4611,10, 10    , 14.10    , 14    ,8,8, 19.40    , 19    
7,12,4,4612,10.2, 10    , 13.60    , 14    ,8.4,8, 18.60    , 19    
7,12,5,4613,11.2, 11    , 13.50    , 14    ,8.7,9, 20.00    , 20    
7,12,6,4614,12, 12    , 14.20    , 14    ,12.5,13, 20.50    , 21    
7,12,7,4615,12.8, 13    , 14.30    , 14    ,15.2,15, 23.20    , 23    
7,12,8,4616,14.3, 14    , 14.60    , 15    ,17.1,17, 23.90    , 24    
7,12,9,4617,15.5, 16    , 14.50    , 15    ,18.6,19, 25.00    , 25    
7,12,10,4618,16.8, 17    , 14.40    , 14    ,19.1,19, 25.00    , 25    
7,12,11,4619,18.1, 18    , 15.30    , 15    ,19.7,20, 26.20    , 26    
7,12,12,4620,19.1, 19    , 16.00    , 16    ,20.8,21, 26.50    , 27    
7,12,13,4621,19.9, 20    , 15.70    , 16    ,21.2,21, 27.90    , 28    
7,12,14,4622,20.7, 21    , 15.50    , 16    ,21.7,22, 28.80    , 29    
7,12,15,4623,21.5, 22    , 16.20    , 16    ,22.3,22, 29.50    , 30    
7,12,16,4624,21.9, 22    , 17.00    , 17    ,22.2,22, 29.60    , 30    
7,12,17,4625,22, 22    , 17.30    , 17    ,22.3,22, 28.70    , 29    
7,12,18,4626,21.6, 22    , 17.70    , 18    ,21.9,22, 28.30    , 28    
7,12,19,4627,20.8, 21    , 17.80    , 18    ,20.9,21, 27.10    , 27    
7,12,20,4628,19.8, 20    , 17.20    , 17    ,20,20, 25.70    , 26    
7,12,21,4629,18.7, 19    , 16.60    , 17    ,16.3,16, 23.90    , 24    
